Item,Year,Month,Day,Weekday,Period,Hour,Min,Sec,Transaction,Item_Price,Q4_label,0
Coffee,2016,11,8,Tuesday,morning,9,8,37,818,9.07,drink,2
Coffee,2017,4,3,Monday,morning,11,44,4,9297,9.07,drink,2
Coffee,2016,11,8,Tuesday,morning,9,47,8,822,9.07,drink,2
Coffee,2016,11,8,Tuesday,morning,10,31,58,828,9.07,drink,2
Coffee,2016,11,8,Tuesday,morning,10,43,3,830,9.07,drink,2
Coffee,2016,11,8,Tuesday,morning,10,59,58,833,9.07,drink,2
Coffee,2017,4,1,Saturday,morning,11,14,37,9184,9.07,drink,2
Coffee,2016,11,25,Friday,morning,9,51,5,2009,9.07,drink,2
Coffee,2017,3,31,Friday,afternoon,14,7,24,9138,9.07,drink,2
Coffee,2016,11,2,Wednesday,afternoon,12,18,15,300,9.07,drink,2
Coffee,2016,11,1,Tuesday,morning,11,49,31,205,9.07,drink,2
Coffee,2016,11,25,Friday,morning,9,4,23,1999,9.07,drink,2
Coffee,2016,11,1,Tuesday,morning,11,23,19,202,9.07,drink,2
Coffee,2016,11,1,Tuesday,morning,11,10,11,197,9.07,drink,2
Coffee,2017,3,31,Friday,afternoon,13,47,22,9135,9.07,drink,2
Coffee,2017,3,30,Thursday,morning,9,53,11,9044,9.07,drink,2
Coffee,2017,3,30,Thursday,morning,10,58,52,9053,9.07,drink,2
Coffee,2016,11,6,Sunday,morning,10,14,22,655,9.07,drink,2
Coffee,2016,11,6,Sunday,morning,10,15,14,656,9.07,drink,2
Coffee,2016,11,6,Sunday,morning,10,18,8,657,9.07,drink,2
Coffee,2017,3,31,Friday,afternoon,12,14,14,9121,9.07,drink,2
Coffee,2017,3,31,Friday,morning,9,17,42,9094,9.07,drink,2
Coffee,2016,11,6,Sunday,morning,11,21,18,676,9.07,drink,2
Coffee,2017,4,1,Saturday,afternoon,17,30,11,9230,9.07,drink,2
Coffee,2016,11,7,Monday,afternoon,14,15,29,793,9.07,drink,2
Coffee,2016,11,7,Monday,afternoon,17,4,7,812,9.07,drink,2
Coffee,2016,10,31,Monday,morning,11,59,23,129,9.07,drink,2
Coffee,2016,10,31,Monday,morning,11,42,5,123,9.07,drink,2
Coffee,2016,11,6,Sunday,morning,11,24,38,678,9.07,drink,2
Coffee,2016,10,31,Monday,morning,11,25,56,119,9.07,drink,2
Coffee,2016,11,7,Monday,morning,10,25,13,751,9.07,drink,2
Coffee,2016,10,31,Monday,morning,10,24,21,106,9.07,drink,2
Coffee,2017,4,1,Saturday,morning,10,22,55,9173,9.07,drink,2
Coffee,2016,11,25,Friday,afternoon,12,10,32,2029,9.07,drink,2
Coffee,2016,11,1,Tuesday,afternoon,14,14,1,234,9.07,drink,2
Coffee,2017,3,31,Friday,morning,10,52,22,9106,9.07,drink,2
Coffee,2017,3,31,Friday,morning,10,56,2,9107,9.07,drink,2
Coffee,2017,4,1,Saturday,afternoon,12,3,34,9194,9.07,drink,2
Coffee,2016,11,7,Monday,afternoon,12,37,54,779,9.07,drink,2
Coffee,2016,11,13,Sunday,afternoon,13,1,23,1248,9.07,drink,2
Coffee,2016,11,12,Saturday,morning,11,18,45,1137,9.07,drink,2
Coffee,2016,11,12,Saturday,morning,11,38,14,1141,9.07,drink,2
Coffee,2016,11,13,Sunday,afternoon,12,16,32,1243,9.07,drink,2
Coffee,2016,11,18,Friday,afternoon,12,16,27,1588,9.07,drink,2
Coffee,2016,11,13,Sunday,afternoon,15,12,1,1264,9.07,drink,2
Coffee,2016,11,13,Sunday,afternoon,16,39,20,1267,9.07,drink,2
Coffee,2017,4,5,Wednesday,afternoon,16,12,22,9440,9.07,drink,2
Coffee,2016,11,19,Saturday,afternoon,13,15,55,1694,9.07,drink,2
Coffee,2016,11,12,Saturday,afternoon,13,43,19,1163,9.07,drink,2
Coffee,2016,11,12,Saturday,afternoon,14,26,11,1174,9.07,drink,2
Coffee,2016,11,18,Friday,morning,10,41,1,1570,9.07,drink,2
Coffee,2016,11,12,Saturday,afternoon,15,35,24,1188,9.07,drink,2
Coffee,2016,11,18,Friday,morning,9,26,42,1562,9.07,drink,2
Coffee,2016,11,12,Saturday,morning,9,38,40,1108,9.07,drink,2
Coffee,2016,11,18,Friday,morning,8,35,17,1552,9.07,drink,2
Coffee,2016,11,14,Monday,morning,10,59,34,1294,9.07,drink,2
Coffee,2016,11,14,Monday,morning,11,17,5,1296,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,12,20,36,1374,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,12,28,25,1376,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,13,17,11,1384,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,13,30,54,1386,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,13,36,5,1388,9.07,drink,2
Coffee,2016,11,15,Tuesday,morning,10,1,55,1352,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,13,43,28,1389,9.07,drink,2
Coffee,2016,11,15,Tuesday,afternoon,14,40,51,1395,9.07,drink,2
Coffee,2016,11,14,Monday,morning,9,38,3,1282,9.07,drink,2
Coffee,2016,11,16,Wednesday,morning,9,27,52,1415,9.07,drink,2
Coffee,2016,11,17,Thursday,afternoon,15,1,21,1535,9.07,drink,2
Coffee,2016,11,17,Thursday,afternoon,14,35,58,1531,9.07,drink,2
Coffee,2016,11,13,Sunday,morning,11,48,20,1231,9.07,drink,2
Coffee,2016,11,17,Thursday,afternoon,13,53,52,1526,9.07,drink,2
Coffee,2016,11,13,Sunday,morning,11,53,14,1234,9.07,drink,2
Coffee,2016,11,13,Sunday,morning,11,57,47,1237,9.07,drink,2
Coffee,2016,11,14,Monday,afternoon,13,14,17,1316,9.07,drink,2
Coffee,2016,11,14,Monday,afternoon,14,41,15,1328,9.07,drink,2
Coffee,2016,11,14,Monday,afternoon,15,56,19,1336,9.07,drink,2
Coffee,2016,11,19,Saturday,afternoon,14,20,31,1705,9.07,drink,2
Coffee,2016,11,12,Saturday,afternoon,12,45,16,1153,9.07,drink,2
Coffee,2016,11,12,Saturday,afternoon,12,3,8,1147,9.07,drink,2
Coffee,2016,11,21,Monday,afternoon,12,2,47,1821,9.07,drink,2
Coffee,2017,4,6,Thursday,morning,10,45,47,9464,9.07,drink,2
Coffee,2017,4,6,Thursday,morning,11,18,25,9466,9.07,drink,2
Coffee,2016,11,20,Sunday,morning,11,0,35,1737,9.07,drink,2
Coffee,2016,11,20,Sunday,morning,11,20,34,1745,9.07,drink,2
Coffee,2017,4,7,Friday,afternoon,13,39,11,9533,9.07,drink,2
Coffee,2016,11,10,Thursday,morning,10,5,29,957,9.07,drink,2
Coffee,2016,11,21,Monday,afternoon,15,24,55,1839,9.07,drink,2
Coffee,2016,11,9,Wednesday,morning,11,32,50,905,9.07,drink,2
Coffee,2017,4,5,Wednesday,morning,9,24,9,9397,9.07,drink,2
Coffee,2017,4,5,Wednesday,morning,10,15,9,9401,9.07,drink,2
Coffee,2016,11,21,Monday,morning,9,44,32,1808,9.07,drink,2
Coffee,2016,11,20,Sunday,morning,11,2,26,1739,9.07,drink,2
Coffee,2017,4,7,Friday,afternoon,16,29,52,9548,9.07,drink,2
Coffee,2016,11,19,Saturday,morning,10,17,27,1654,9.07,drink,2
Coffee,2016,11,11,Friday,morning,9,25,15,1023,9.07,drink,2
Coffee,2016,11,11,Friday,morning,10,34,21,1040,9.07,drink,2
Coffee,2016,11,11,Friday,morning,10,46,42,1044,9.07,drink,2
Coffee,2017,4,9,Sunday,morning,11,40,10,9664,9.07,drink,2
Coffee,2016,11,12,Saturday,afternoon,12,0,46,1145,9.07,drink,2
Coffee,2017,4,8,Saturday,afternoon,16,30,32,9634,9.07,drink,2
Coffee,2016,11,19,Saturday,morning,11,35,43,1677,9.07,drink,2
Coffee,2017,4,8,Saturday,afternoon,16,5,7,9627,9.07,drink,2
Coffee,2016,11,19,Saturday,morning,11,36,27,1678,9.07,drink,2
Coffee,2017,4,7,Friday,morning,8,47,29,9506,9.07,drink,2
Coffee,2016,11,20,Sunday,morning,10,6,23,1729,9.07,drink,2
Coffee,2016,11,11,Friday,afternoon,12,19,46,1065,9.07,drink,2
Coffee,2016,11,11,Friday,afternoon,13,50,43,1075,9.07,drink,2
Coffee,2016,11,20,Sunday,afternoon,12,55,17,1767,9.07,drink,2
Coffee,2016,11,20,Sunday,afternoon,12,43,42,1762,9.07,drink,2
Coffee,2016,11,20,Sunday,afternoon,12,25,9,1760,9.07,drink,2
Coffee,2016,11,11,Friday,afternoon,14,55,51,1084,9.07,drink,2
Coffee,2017,4,8,Saturday,afternoon,14,24,42,9609,9.07,drink,2
Coffee,2016,11,19,Saturday,morning,11,52,3,1683,9.07,drink,2
Coffee,2016,11,11,Friday,afternoon,16,20,18,1090,9.07,drink,2
Coffee,2016,11,19,Saturday,morning,11,36,48,1679,9.07,drink,2
Coffee,2017,4,3,Monday,afternoon,14,46,49,9318,9.07,drink,2
Coffee,2016,11,27,Sunday,morning,11,49,49,2190,9.07,drink,2
Coffee,2017,3,26,Sunday,afternoon,14,53,8,8878,9.07,drink,2
Coffee,2016,11,27,Sunday,morning,11,30,29,2186,9.07,drink,2
Coffee,2017,3,28,Tuesday,morning,11,28,39,8949,9.07,drink,2
Coffee,2017,3,28,Tuesday,morning,10,36,56,8941,9.07,drink,2
Coffee,2017,3,28,Tuesday,morning,10,11,49,8940,9.07,drink,2
Coffee,2016,11,6,Sunday,afternoon,12,31,44,693,9.07,drink,2
Coffee,2017,3,26,Sunday,afternoon,15,30,1,8885,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,11,58,21,588,9.07,drink,2
Coffee,2016,11,27,Sunday,afternoon,14,42,53,2210,9.07,drink,2
Coffee,2017,3,29,Wednesday,afternoon,12,48,39,9010,9.07,drink,2
Coffee,2016,11,28,Monday,afternoon,16,3,39,2255,9.07,drink,2
Coffee,2017,3,29,Wednesday,afternoon,16,15,25,9026,9.07,drink,2
Coffee,2016,11,5,Saturday,afternoon,12,27,50,594,9.07,drink,2
Coffee,2016,11,26,Saturday,afternoon,14,27,39,2142,9.07,drink,2
Coffee,2016,11,4,Friday,morning,9,7,34,445,9.07,drink,2
Coffee,2016,11,28,Monday,afternoon,13,58,40,2244,9.07,drink,2
Coffee,2017,3,29,Wednesday,afternoon,14,47,20,9021,9.07,drink,2
Coffee,2016,11,6,Sunday,afternoon,13,14,44,703,9.07,drink,2
Coffee,2016,11,6,Sunday,afternoon,12,53,15,700,9.07,drink,2
Coffee,2016,11,2,Wednesday,morning,9,33,47,271,9.07,drink,2
Coffee,2016,11,6,Sunday,afternoon,12,42,42,698,9.07,drink,2
Coffee,2016,11,2,Wednesday,morning,9,54,47,276,9.07,drink,2
Coffee,2016,11,28,Monday,afternoon,12,56,40,2238,9.07,drink,2
Coffee,2017,3,28,Tuesday,afternoon,16,52,3,8987,9.07,drink,2
Coffee,2016,11,4,Friday,afternoon,14,51,22,503,9.07,drink,2
Coffee,2016,11,26,Saturday,afternoon,13,12,49,2124,9.07,drink,2
Coffee,2016,11,26,Saturday,morning,11,34,49,2108,9.07,drink,2
Coffee,2017,3,27,Monday,morning,11,31,40,8905,9.07,drink,2
Coffee,2016,11,4,Friday,afternoon,12,56,51,490,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,10,52,9,566,9.07,drink,2
Coffee,2016,11,3,Thursday,afternoon,13,41,42,397,9.07,drink,2
Coffee,2016,11,27,Sunday,afternoon,12,35,12,2197,9.07,drink,2
Coffee,2017,3,27,Monday,morning,10,47,29,8897,9.07,drink,2
Coffee,2016,11,3,Thursday,morning,11,15,14,375,9.07,drink,2
Coffee,2016,11,27,Sunday,afternoon,13,15,14,2202,9.07,drink,2
Coffee,2017,3,27,Monday,afternoon,13,19,27,8916,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,10,17,23,551,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,10,14,2,550,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,9,47,53,547,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,9,3,58,534,9.07,drink,2
Coffee,2016,11,27,Sunday,afternoon,14,0,18,2207,9.07,drink,2
Coffee,2016,11,5,Saturday,morning,9,18,53,537,9.07,drink,2
Coffee,2016,11,26,Saturday,morning,11,39,49,2109,9.07,drink,2
Coffee,2016,11,27,Sunday,morning,11,8,29,2175,9.07,drink,2
Coffee,2016,11,4,Friday,afternoon,14,49,2,502,9.07,drink,2
Coffee,2016,11,4,Friday,afternoon,14,16,7,498,9.07,drink,2
Coffee,2016,11,3,Thursday,afternoon,12,1,18,382,9.07,drink,2
Coffee,2017,3,26,Sunday,morning,11,29,0,8845,9.07,drink,2
Coffee,2017,3,26,Sunday,morning,11,43,27,8848,9.07,drink,2
Coffee,2016,11,5,Saturday,afternoon,15,21,16,628,9.07,drink,2
Coffee,2017,3,26,Sunday,morning,11,44,46,8849,9.07,drink,2
Coffee,2017,3,26,Sunday,morning,11,52,52,8851,9.07,drink,2
Coffee,2016,11,27,Sunday,afternoon,14,45,24,2211,9.07,drink,2
Coffee,2016,11,6,Sunday,afternoon,14,10,19,712,9.07,drink,2
Coffee,2017,3,30,Thursday,afternoon,16,50,15,9086,9.07,drink,2
Coffee,2016,11,4,Friday,morning,11,42,12,482,9.07,drink,2
Coffee,2016,11,2,Wednesday,morning,8,2,20,255,9.07,drink,2
Coffee,2016,11,4,Friday,morning,10,54,43,471,9.07,drink,2
Coffee,2016,11,25,Friday,morning,10,49,29,2020,9.07,drink,2
Coffee,2017,3,30,Thursday,afternoon,14,52,54,9073,9.07,drink,2
Coffee,2016,11,26,Saturday,afternoon,12,58,29,2122,9.07,drink,2
Coffee,2017,3,30,Thursday,afternoon,15,16,48,9077,9.07,drink,2
Coffee,2016,11,4,Friday,morning,9,30,11,455,9.07,drink,2
Coffee,2016,11,4,Friday,morning,9,40,56,457,9.07,drink,2
Coffee,2017,3,29,Wednesday,morning,11,17,9,9001,9.07,drink,2
Coffee,2017,3,25,Saturday,morning,11,11,17,8755,9.07,drink,2
Coffee,2016,11,4,Friday,morning,11,25,41,479,9.07,drink,2
Coffee,2016,11,4,Friday,morning,9,9,54,447,9.07,drink,2
Coffee,2016,11,5,Saturday,afternoon,12,19,48,592,9.07,drink,2
Coffee,2016,11,5,Saturday,afternoon,12,14,47,589,9.07,drink,2
Coffee,2017,2,18,Saturday,morning,11,33,49,6781,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,13,22,5,7429,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,11,35,31,7382,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,11,34,7,7381,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,11,10,36,7379,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,10,28,49,7376,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,10,9,11,7374,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,9,45,2,7370,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,9,34,17,7369,9.07,drink,1
Coffee,2017,3,1,Wednesday,morning,9,24,44,7368,9.07,drink,1
Coffee,2017,3,1,Wednesday,afternoon,17,7,18,7405,9.07,drink,1
Coffee,2017,3,1,Wednesday,afternoon,15,12,51,7398,9.07,drink,1
Coffee,2017,3,1,Wednesday,afternoon,14,48,2,7394,9.07,drink,1
Coffee,2017,3,1,Wednesday,afternoon,13,20,6,7393,9.07,drink,1
Coffee,2017,3,1,Wednesday,afternoon,12,1,56,7384,9.07,drink,1
Coffee,2017,2,28,Tuesday,morning,11,40,58,7334,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,14,47,19,7437,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,15,26,37,7438,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,15,47,46,7442,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,11,12,42,7418,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,13,11,32,7489,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,13,7,34,7488,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,12,33,44,7487,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,12,21,0,7485,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,11,57,34,7420,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,11,13,38,7419,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,11,11,48,7417,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,15,51,25,7443,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,9,28,9,7411,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,9,20,11,7409,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,8,59,19,7407,9.07,drink,1
Coffee,2017,3,2,Thursday,morning,8,33,28,7406,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,16,21,5,7446,9.07,drink,1
Coffee,2017,3,2,Thursday,afternoon,16,10,22,7445,9.07,drink,1
Coffee,2017,2,28,Tuesday,morning,11,30,11,7332,9.07,drink,1
Coffee,2017,2,28,Tuesday,morning,10,8,17,7323,9.07,drink,1
Coffee,2017,2,28,Tuesday,morning,9,59,39,7322,9.07,drink,1
Coffee,2017,2,27,Monday,afternoon,13,13,22,7302,9.07,drink,1
Coffee,2017,2,27,Monday,morning,10,16,39,7282,9.07,drink,1
Coffee,2017,2,27,Monday,morning,10,2,33,7281,9.07,drink,1
Coffee,2017,2,27,Monday,morning,9,32,13,7278,9.07,drink,1
Coffee,2017,2,27,Monday,morning,9,2,15,7277,9.07,drink,1
Coffee,2017,2,27,Monday,afternoon,16,1,51,7310,9.07,drink,1
Coffee,2017,2,27,Monday,afternoon,14,26,27,7307,9.07,drink,1
Coffee,2017,2,27,Monday,afternoon,12,49,58,7298,9.07,drink,1
Coffee,2017,2,27,Monday,morning,10,54,38,7286,9.07,drink,1
Coffee,2017,2,27,Monday,afternoon,12,41,49,7297,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,11,51,4,7233,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,11,9,6,7226,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,10,26,4,7222,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,10,20,40,7221,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,10,18,38,7220,9.07,drink,1
Coffee,2017,2,27,Monday,morning,10,40,55,7285,9.07,drink,1
Coffee,2017,2,27,Monday,morning,11,5,32,7288,9.07,drink,1
Coffee,2017,2,28,Tuesday,morning,9,50,58,7320,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,14,20,4,7350,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,17,33,7,7367,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,17,31,5,7366,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,16,34,56,7360,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,16,6,34,7358,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,15,34,43,7355,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,15,10,29,7353,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,14,2,12,7347,9.07,drink,1
Coffee,2017,2,27,Monday,morning,11,14,19,7289,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,13,44,7,7346,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,13,38,13,7345,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,13,36,28,7344,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,13,26,56,7341,9.07,drink,1
Coffee,2017,2,28,Tuesday,afternoon,12,35,22,7339,9.07,drink,1
Coffee,2017,2,27,Monday,morning,11,53,43,7293,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,13,59,49,7498,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,15,8,49,7502,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,15,32,45,7505,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,10,5,48,7528,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,5,9,7541,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,3,21,7540,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,10,47,20,7535,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,10,33,39,7532,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,10,25,55,7530,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,10,12,22,7529,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,10,1,10,7525,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,29,33,7544,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,9,20,6,7523,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,9,7,27,7520,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,9,1,11,7519,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,8,51,55,7518,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,8,50,0,7516,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,8,49,9,7515,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,20,59,7542,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,44,40,7547,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,16,24,2,7606,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,14,7,10,7652,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,15,50,6,7661,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,15,22,41,7659,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,15,15,40,7658,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,15,13,3,7657,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,15,0,18,7655,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,14,15,38,7653,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,13,48,10,7651,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,45,34,7548,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,12,59,49,7646,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,12,42,0,7644,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,12,32,28,7642,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,12,12,38,7640,9.07,drink,1
Coffee,2017,3,5,Sunday,afternoon,12,9,32,7639,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,11,46,2,7549,9.07,drink,1
Coffee,2017,3,4,Saturday,morning,8,37,31,7513,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,16,19,51,7604,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,15,46,43,7507,9.07,drink,1
Coffee,2017,3,3,Friday,morning,10,48,57,7469,9.07,drink,1
Coffee,2017,3,3,Friday,morning,11,40,24,7480,9.07,drink,1
Coffee,2017,3,3,Friday,morning,11,36,7,7479,9.07,drink,1
Coffee,2017,3,3,Friday,morning,11,26,52,7478,9.07,drink,1
Coffee,2017,3,3,Friday,morning,11,21,29,7476,9.07,drink,1
Coffee,2017,3,3,Friday,morning,11,7,22,7475,9.07,drink,1
Coffee,2017,3,3,Friday,morning,10,54,44,7470,9.07,drink,1
Coffee,2017,3,3,Friday,morning,10,22,12,7465,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,3,6,7552,9.07,drink,1
Coffee,2017,3,3,Friday,morning,10,16,57,7464,9.07,drink,1
Coffee,2017,3,3,Friday,morning,10,0,10,7463,9.07,drink,1
Coffee,2017,3,3,Friday,morning,9,50,34,7461,9.07,drink,1
Coffee,2017,3,3,Friday,morning,9,47,59,7460,9.07,drink,1
Coffee,2017,3,3,Friday,morning,9,15,17,7455,9.07,drink,1
Coffee,2017,3,3,Friday,afternoon,16,3,29,7510,9.07,drink,1
Coffee,2017,3,3,Friday,morning,11,43,47,7481,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,5,58,7553,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,16,19,2,7603,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,13,18,40,7572,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,16,0,49,7602,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,15,30,34,7598,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,15,29,23,7597,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,14,28,29,7587,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,14,5,18,7582,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,13,43,13,7577,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,13,15,51,7571,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,12,11,7554,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,13,0,54,7570,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,49,54,7566,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,36,52,7560,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,35,19,7559,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,29,15,7558,9.07,drink,1
Coffee,2017,3,4,Saturday,afternoon,12,28,33,7557,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,10,18,6,7219,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,10,6,53,7217,9.07,drink,1
Coffee,2017,2,26,Sunday,morning,9,33,50,7213,9.07,drink,1
Coffee,2017,2,20,Monday,morning,11,27,32,6905,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,15,12,10,6974,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,14,46,38,6968,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,13,11,53,6962,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,12,18,7,6957,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,12,13,19,6955,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,12,2,6,6953,9.07,drink,1
Coffee,2017,2,20,Monday,morning,11,23,1,6903,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,16,2,34,6979,9.07,drink,1
Coffee,2017,2,20,Monday,morning,11,0,52,6902,9.07,drink,1
Coffee,2017,2,20,Monday,morning,10,58,32,6901,9.07,drink,1
Coffee,2017,2,20,Monday,morning,10,50,16,6899,9.07,drink,1
Coffee,2017,2,20,Monday,morning,10,49,15,6898,9.07,drink,1
Coffee,2017,2,20,Monday,morning,10,25,27,6895,9.07,drink,1
Coffee,2017,2,20,Monday,morning,10,24,37,6894,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,15,13,39,6975,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,16,24,10,6981,9.07,drink,1
Coffee,2017,2,20,Monday,morning,10,4,1,6892,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,13,20,41,7011,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,15,40,58,7026,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,15,26,25,7023,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,15,15,7,7021,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,15,8,27,7020,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,14,26,14,7013,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,14,11,57,7012,9.07,drink,1
Coffee,2017,2,22,Wednesday,afternoon,13,16,0,7009,9.07,drink,1
Coffee,2017,2,21,Tuesday,afternoon,17,4,24,6985,9.07,drink,1
